Emilia Cimpian,Michal Zaremba,Christoph Bussler,Armin Haller,M. Omair Shafiq,Tomas Vitvar,Matthew Moran
Eleanna Kafeza,Dickson K. W. Chiu,Ho-fung Leung,Patrick C. K. Hung
Khaled Mahbub,George Spanoudakis
Anca-Andreea Ivan,Richard Goodwin,Mao Chen,Juhnyoung Lee,Rama Akkiraju
Ying Huang,Xin Zhang,Haiqi Liang,Liangzhao Zeng,Chi-Hung Chi,Jen-Yao Chung,Hui Su,Kuo-Ming Chao
Pu Huang,Pawan Chowdhary,Lipyeow Lim
Rieko Yamamoto,Pascal van Eck
Christoph Bussler,Michal Zaremba,Dumitru Roman,Massimo Paolucci,Simon S. Y. Shim,Juhnyoung Lee,Wil M. P. van der Aalst,Jorge Cardoso
Yugyung Lee,Soon Ae Chun
Danilo Ardagna,Marco Comuzzi
Matthew Arrott,Nirmit Desai
Jorge Cardoso,Hajo A. Reijers,Wil M. P. van der Aalst
Weihua Zhu,Yinong Chen
Naijie Gu,An Liu,Dickson K. W. Chiu
Olivier Perrin,Mohsen Rouached,Nacer Boudjlida,Claude Godart,Boualem Benatallah
Hongbing Wang,Patrick C. K. Hung
Prashant Doshi,Richard Goodwin,Girish Chafle,Kunal Verma,Rama Akkiraju
Massimo Mecella,Enzo Colombo,Federica Paci
Gero Decker,Marlon Dumas,Alistair P. Barros
Ho Soo Lee,Juhnyoung Lee
Piyush Maheshwari,Vladimir Tosic,Abdelkarim Erradi
Yun Yang,Xuan Thang Nguyen,Chengfei Liu,Li Li,Xiao Liu,Jun Shen
Rama Akkiraju,Richard Goodwin,Jen-Yao Chung,Juhnyoung Lee,Kunal Verma,Liang-Jie Zhang,Chunhua Tian
Francisco Curbera,Boualem Benatallah,Wil M. P. van der Aalst,Axel Martens,Kunal Verma,Fabio Casati,Ali Arsanjani
Li Xiong,Mudhakar Srivatsa
Yanbo Han,Bernhard Holtkamp,Elisabetta Di Nitto
Akhil Kumar,J. Leon Zhao,Wil M. P. van der Aalst
Zhengwei Qi,Feilong Tang,Jian Cao
Marco Aiello,Florian Rosenberg,Marco Pistore,Alexander Lazovik,Vincenzo D'Andrea
Ingo Melzer,Mario Jeckle
Rongzeng Cao,Chunhua Tian,Juhnyoung Lee
Zhenhua Duan,Zhile Zou
Andreas Wombacher,Stanislav Pokraev,Marlon Dumas,Manfred Reichert,Stefanie Rinderle,Elisabetta Di Nitto,Kunal Verma,Fabio Casati
Thao Nguyen,Liangzhao Zeng
Harald Meyer,Dominik Kuropka
Jian Cao,Feilong Tang,Ying Li,Linpeng Huang
Aad P. A. van Moorsel,Dan Martin,Fabio Casati,Vladimir Tosic,Savas Parastatidis,Carlos Molina-Jimenez
Dickson K. W. Chiu,Ho-fung Leung,Patrick C. K. Hung,P. Radha Krishna
Salima Benbernou,Liangzhao Zeng,Boualem Benatallah
Nirmit Desai,Pietro Mazzoleni,Ashok U. Mallya
Jin Baek Kim,Ajit K. Patankar
Peter F. Linington,Bryan Wood,David H. Akehurst,Joao Paulo A. Almeida
Yan Wang,Kwei-Jay Lin,Chi-Hung Chi
Fabio Casati,Wil M. P. van der Aalst,Axel Martens,Daniela Grigori,Boualem Benatallah
Vanish Talwar,Qinyi Wu
Kerry Raymond,David Hearnden,Alistair P. Barros
Marcello La Rosa,Marlon Dumas,Wil M. P. van der Aalst
Wil M. P. van der Aalst,Alexander Dreiling,Boualem Benatallah,Stefanie Rinderle,Guido Schimm,Mohsen Rouached,Alistair P. Barros,Boudewijn F. van Dongen,David Edmond,Hajo A. Reijers,Manfred Reichert,Marc Voorhoeve,Marlon Dumas,Claude Godart
Hajo A. Reijers,Boudewijn F. van Dongen,Michael zur Muehlen
Florian Rosenberg,Chirine Ghedira,Zakaria Maamar
Zongxia Du,Jinpeng Huai
Wei Tan,Ru Fang,Fangyan Rao
Jun Shen,Shuai Yuan
Norman W. Y. Shao,Jen-Yao Chung
Nageswara Rao Chinta,Hemant K. Jain
Nacer Boudjlida,Claude Godart
Ru Fang,Fangyan Rao,Zhile Zou
Juhnyoung Lee,Richard Goodwin,Simon S. Y. Shim,Jen-Yao Chung,Dongkyu Kim,Xun Yi,Chunhua Tian
Yue Zhang,Tao Yu,Xin Zhang,Kwei-Jay Lin
Haiqi Liang,Xin Zhang,Shyh-Kwei Chen,Liangzhao Zeng
Mohsen Rouached,Claude Godart
Maria Luisa Villani,Elisabetta Di Nitto
Marc Lohmann,Jochen Malte Kuster
Abdelkarim Erradi,Srinivas Padmanabhuni,Vladimir Tosic
Tetsuo Hasegawa,Massimo Paolucci
Maria-Eugenia Iacob,Pascal van Eck,Andries Stam,Dick A. C. Quartel,Joao Paulo A. Almeida,Marc M. Lankhorst
Fangyan Rao,Ying Li
Kunal Verma,Richard Goodwin,Manfred Reichert,Michal Zaremba,Farshad Hakimpour
Marlon Dumas,Boualem Benatallah,Zakaria Maamar,Liangzhao Zeng,David Edmond,Alistair P. Barros
Yelena Yesha,Soon Ae Chun
Jurgen Hofer,Dumitru Roman
Elisabetta Di Nitto,Claude Godart
Pu Liu,Madhusudhan Govindaraju,Robert van Engelen
Ulrich Kuster,Michael Klein,Michal Zaremba,Birgitta Konig-Ries
Stanislav Pokraev,Manfred Reichert,Pascal van Eck,Nikolay K. Diakov,Dick A. C. Quartel
Jan-Ming Ho,Kwei-Jay Lin
Andrew Byde,Michael Yearworth
Birgitta Konig-Ries,Michael Klein
Madhusudhan Govindaraju,Robert van Engelen
Luis Ferreira Pires,Maarten Wegdam,Dick A. C. Quartel,Joao Paulo A. Almeida
Changzhou Wang,Guijun Wang
Walter Binder,Zakaria Maamar
Andries Stam,Marc M. Lankhorst
Chirine Ghedira,Zakaria Maamar
Mao Chen,Richard Goodwin
Xiao Liu,Haiyue Li
Konstantinos A. Tarabanis,Tomas Vitvar
Fangchun Yang,Li Li
Zakaria Maamar,Boualem Benatallah
Pradeep K. Ray,Boualem Benatallah
Hemant K. Jain,Liang-Jie Zhang
Ashish Kundu,Girish Chafle,Arun Kumar
Chengfei Liu,Marek Kowalkiewicz,Li Li
Ali Arsanjani,Liang-Jie Zhang
Marc M. Lankhorst,David H. Akehurst
Feilong Tang,Ying Li
Soe-Tsyr Yuan,Kwei-Jay Lin
Yazhe Tang,Vladimir Tosic
Manfred Reichert,Dick A. C. Quartel,Shazia Wasim Sadiq,Sarita Bassil,Stefanie Rinderle
Dick A. C. Quartel,Joao Paulo A. Almeida
Olivera Marjanovic,Claude Godart
Gang Zhou,Shuai Yuan
Simon S. Y. Shim,Kwei-Jay Lin,Jen-Yao Chung
Brahim Medjahed,Boualem Benatallah
Wei Shi,Ying Li
Liang-Jie Zhang,Jen-Yao Chung,Haifei Li,J. Leon Zhao,Frank E. Ferrante,Mario Jeckle,Patrick C. K. Hung
Vladimir Tosic,Patrick C. K. Hung
Mathias Salle,David Trastour
Wenbing Zhao,Firat Kart
Shazia Wasim Sadiq,Michael zur Muehlen,Claude Godart
Hui Su,Jen-Yao Chung
Kwei-Jay Lin,Tao Yu,Jen-Yao Chung
Ying Li,Xin Zhang,Linpeng Huang
Alexander Dreiling,Christian Janiesch
Dongkyu Kim,Hyunja Lee
M. Omair Shafiq,Michal Zaremba,Tomas Vitvar
Jen-Yao Chung,Boualem Benatallah,Haifei Li,Shyh-Kwei Chen,Liangzhao Zeng,Jun-Jang Jeng,Yinong Chen,Kuo-Ming Chao
Shyh-Kwei Chen,Xin Zhang,Jun-Jang Jeng,Liangzhao Zeng,Pawan Chowdhary
Sarita Bassil,Stefanie Rinderle,Morad Benyoucef
Tao Yu,Jun-Jang Jeng
Haifei Li,Jun-Jang Jeng,Patrick C. K. Hung
Patrick C. K. Hung,Jun-Jang Jeng,Ho-fung Leung,Guijun Wang
Pawan Chowdhary,Jun-Jang Jeng,Liangzhao Zeng,Kamal Bhattacharya
Xin Zhang,Liangzhao Zeng
Girish Chafle,Arun Kumar
Pascal van Eck,Joao Paulo A. Almeida
Lorenzo Martino,Federica Paci
Boualem Benatallah,Vincenzo D'Andrea,Liangzhao Zeng,Daniela Grigori,Jun-Jang Jeng,David Edmond,Axel Martens,Claude Godart
Savas Parastatidis,Paul Greenfield
Bryan Wood,Joao Paulo A. Almeida
Klaus-Peter Eckert,Motohisa Funabashi
Michal Zaremba,Massimo Paolucci,Tomas Vitvar
Michael Zapf,Steffen Bleul
Cagdas Evren Gerede,Firat Kart,Kamal Bhattacharya
Ajit K. Patankar,J. Leon Zhao
Michael Weiss,Vincenzo D'Andrea
Soon Ae Chun,Christof Bornhovd,Pietro Mazzoleni
Yinong Chen,Bingnan Xiao
Daniela Grigori,Claude Godart
Joao Paulo A. Almeida,Maarten Wegdam
Liangzhao Zeng,Jun-Jang Jeng
J. Leon Zhao,Michael zur Muehlen
Boudewijn F. van Dongen,Guido Schimm
Claude Godart,Michael zur Muehlen
Stefanie Rinderle,Morad Benyoucef
