Dieter Fensel,Henrik Eriksson,M. Omair Shafiq,Amit P. Sheth,Harold Boley,Steffen Staab,Anna V. Zhdanova,Mark A. Musen,Holger Lausen,Jos de Bruijn,Katia P. Sycara,Axel Polleres,Deborah L. McGuinness,Hans Akkermans,Atanas Kiryakov,Enrico Motta,Francois Scharffe,Michael Stollberg,Carole A. Goble,Rudi Studer,Reto Krummenacher,Peter F. Patel-Schneider,Alexander Maedche,Stijn Heymans,Jurgen Angele,Stefan Decker,Tomas Vitvar,Marie-Christine Rousset,Jeen Broekstra,V. Richard Benjamins,Frank van Harmelen,John Domingue,Michel C. A. Klein,Ian Horrocks,Adrian Mocan,Franz Baader,Emanuele Della Valle,Borys Omelayenko,Asuncion Gomez-Perez,Martin Tanler,Holger Wache,Martin Hepp,Wernher Behrendt,Jerome Euzenat,Francisco Martin-Recuerda,James A. Hendler,Guus Schreiber,Jan Henke,Michael Kifer,Ellen Schulten,Sinuhe Arroyo
Christelle Vangenot,V. Richard Benjamins,Martin Hepp,Nacera Bennacer
Riccardo Rosati,Alexander Borgida,Maurizio Lenzerini,Andrea Cali,Ian Horrocks,Thomas Lukasiewicz,Boris Motik,Ulrike Sattler,Francesco M. Donini,Diego Calvanese,Domenico Lembo
Nenad Krdzavac,Dragan Gasevic
Olivier Bodenreider,Barry Smith,Stuart J. Nelson,Peter Mork,Leo Obrst,Michael Gruninger,Christine Golbreich
Lyndon J. B. Nixon,Anna V. Zhdanova,Fausto Giunchiglia,John G. Breslin,Harold Boley,Asuncion Gomez-Perez,Boanerges Aleman-Meza,Elena Paslaru Bontas,Francois Goasdoue,Emanuele Della Valle,Reto Krummenacher,Raul Garcia-Castro,Franziska Liebsch,Francisco Martin-Recuerda,Axel Polleres,Holger Wache,Pavel Shvaiko,Alain Leger
Bruce W. Porter,Patrick J. Hayes,Peter Z. Yeh,Yolanda Gil,Jurgen Angele,Steffen Staab,Eduard H. Hovy,Peter Clark,James Fan,Vinay K. Chaudhri
Joseph Kopena,Michael Gruninger
Jeff Blee,Grigoris Antoniou
Vassilis Christophides,Giorgos Serfiotis,Grigoris Antoniou,George Papamarkos,Ioanna Koffina,Irini Fundulaki,Dimitris Plexousakis
Ullrich Hustadt,Enrico Franconi,Brandon Bennett,Ulrike Sattler,Ian Horrocks,Hans Jurgen Ohlbach,Dmitry Tishkovsky,Boris Motik,Tanel Tammet
Ulrike Sattler,Enrico Franconi,Boris Motik,Maja Milicic,Volker Haarslev,Bijan Parsia,Carsten Lutz,Diego Calvanese,Bernardo Cuenca Grau,Oliver Kutz,Carole A. Goble,Rudi Studer,Peter F. Patel-Schneider,Ian Horrocks,Jan Hladik,Yevgeny Kazakov,Franz Baader
Franz Baader,Enrico Franconi,Maja Milicic,Marie-Christine Rousset,Stefan Schulz,Volker Haarslev,Carsten Lutz,Diego Calvanese,Kent A. Spackman,Werner Nutt,Jochen Heinsohn,Sebastian Brandt,Ralf Kusters,Ian Horrocks,Philipp Hanschke,Jan Hladik,Anni-Yasmin Turhan,Holger Wache,Hans Jurgen Ohlbach,Alexander Borgida,Deborah L. McGuinness
Heiko Stoermer,Paolo Bouquet,Luciano Serafini,Ignazio Palmisano,Holger Wache,Christian Morbidoni
Push Singh,Wan Li Zhu,Tanzeem Choudhury,Pedro Domingos,Timothy Chklovski
Alexander Borgida,Vinay K. Chaudhri,Enrico Franconi,Vipul Kashyap,Fausto Giunchiglia,Luciano Serafini,Grant E. Weddell,Ronald J. Brachman,John Mylopoulos,Diego Calvanese,Premkumar T. Devanbu,Ralf Kusters,Peter F. Patel-Schneider,Ian Horrocks,Maurizio Lenzerini,Deborah L. McGuinness
Rong Pan,Dennis Wilkinson,Timothy W. Finin
Jennifer Golbeck,Bertram Ludascher,Pedro Domingos,Karen Schuchardt,Robert Dionne,Varun Ratnakar,Ugur Kuter,Roger S. Barga,Michael Uschold,Steffen Staab,Bijan Parsia,Bernardo Cuenca Grau,Timothy W. Finin,Carole A. Goble,James A. Hendler,Robin R. Vallacher,Joe Futrelle,Simon Miles,Aditya Kalyanpur,Evren Sirin,Abraham Bernstein,Yolanda Gil
Martin Tanler,Holger Lausen,Adrian Mocan
Henrik Eriksson,Mark A. Musen,Natalya Fridman Noy,John H. Gennari
Jean-Francois Baget,Rose Dieng-Kuntz,Olivier Corby,Catherine Faron-Zucker
Fangkai Yang,Guilin Qi
Stephen E. Fienberg,Mikhail Bilenko
Ramanathan V. Guha,Ora Lassila,Eric Miller,Dan Brickley,Stephen Dill
Amedeo Cappelli,Bernardo Magnini
Dan Brickley,Ora Lassila,Libby Miller,Jurgen Angele,Eric Miller,Jane Hunter,Stefan Decker
Rita Gavriloaie,Daniel Olmedilla,Wolfgang Nejdl,Raluca Paiu
Doina Tilivea,Liviu Badea
Francisco Martin-Recuerda,Anna V. Zhdanova,Reto Krummenacher,M. Omair Shafiq,Dave Robertson
Daniel Oberle,Siegfried Handschuh,Nenad Stojanovic,Christoph Schmitz,Boris Motik,Robert Meersman,Stefan Decker,Nicola Guarino,Gerd Stumme,Steffen Staab,Andreas Eberhart,Peter Haase,Michael Sintek,York Sure,Marta Sabou,Sean Bechhofer,Philipp Cimiano,Aldo Gangemi,Rudi Studer,Ian Horrocks,Peter Spyns,Mustafa Jarrar,Denny Vrandecic,Ljiljana Stojanovic,Alexander Maedche,Anupriya Ankolekar,Malte Kiesel
Patrick J. Hayes,Ian Horrocks,Jeremy J. Carroll,Renia Jeffers,Thomas C. Eskridge,Christopher Menzel,Yolanda Gil,Mala Mehrotra,Andrzej Uszok,Harry Halpin,Mark H. Burstein,Peter Clark,Vinay K. Chaudhri
John Mylopoulos,Vinay K. Chaudhri,Marco Pistore,Fausto Giunchiglia,Ilya Zaihrayeu,Luciano Serafini,Ronald J. Brachman,Iluju Kiringa,Nicola Zeni,Avigdor Gal,Dimitris Plexousakis,Christopher A. Welty,Paolo Traverso,Katia P. Sycara,Sheila A. McIlraith,Nadzeya Kiyavitskaya,Paolo Bresciani,Michael Kifer,Pavel Shvaiko
Vit Novacek,Siegfried Handschuh
Hans Jurgen Ohlbach,Uta Schwertel,Paula-Lavinia Patranjan,Sebastian Schaffert,Grigoris Antoniou,Francois Bry
Pedro Domingos,Alon Y. Halevy,Timothy W. Finin,Yoonkyong Lee,AnHai Doan,Timothy Chklovski,Robin R. Vallacher,Steffen Staab
Jing Lu,Yue Pan,Li Ma,Chenxi Lin,Yong Yu
Susie Stephens,Vipul Kashyap,Enrico Franconi,Alfredo Morales,Yimin Wang
Yannis Kalfoglou,W. Marco Schorlemmer,Harith Alani,Nigel R. Shadbolt,Nigel Shadbolt,Nicholas Gibbins,John Domingue,Enrico Motta
Volker Haarslev,Anni-Yasmin Turhan,Ralf Moller,Yonggang Zhang,Ragnhild Van Der Straeten,Ronald Cornet,Carsten Lutz,Rene Witte,Xi Deng,Christopher Baker,Michael Wessel
Jeff Heflin,Zhengxiang Pan,Yuanbo Guo,James A. Hendler
Hugo R. Mills,Jeremy G. Frey,David De Roure
Fiona McNeill,Mikalai Yatskevich,Pavel Shvaiko,Fausto Giunchiglia,Paolo Besana
Carlos N. Cumberbatch,Carole A. Goble
Kent A. Spackman,Stefan Schulz
Michael Lincoln,Stuart J. Nelson
Silvie Spreeuwenberg,Gerd Wagner,Christian de Sainte Marie,Paul D. Vincent
Francois Scharffe,Roman Schindlauer,Axel Polleres,M. Omair Shafiq,Jerome Euzenat,Jos de Bruijn,Adrian Mocan
Chung Hee Hwang,Massimo Poesio
Aditya Kalyanpur,James A. Hendler,Christopher A. Welty,Stijn Heymans,Bernardo Cuenca Grau,Bijan Parsia,Chintan Patel,Evren Sirin,Li Ma,Yue Pan,James Fan
Eric Miller,Ora Lassila,Andy Seaborne,Steve Cayzer
Xi Bai,Xianrui Lu,Zehai Li,Giovanni Tummarello,Haiyan Che
Enrique Alfonseca,Bernardo Magnini,Pablo Castells
Lobna Karoui,Nacera Bennacer
Sven Van Acker,Mustafa Jarrar,Peter Spyns
Joachim Wermter,Kornel G. Marko,Stefan Schulz
Erik M. van Mulligen,Anita de Waard,Jeen Broekstra,Arjohn Kampman,Frank van Harmelen,Stefan Schulz
Valentina A. M. Tamma,Ignazio Palmisano,Jerome Euzenat,Enrico Motta
Mark T. Maybury,Ludger van Elst,Daryl Morey
Li Ma,Qiaoling Liu,Christopher A. Welty,Stijn Heymans,Shengping Liu,Fang Wei,Chintan Patel,Yong Yu,Yue Pan,James Fan
Maureen Donnelly,Barry Smith,Cornelius Rosse,Thomas Bittner
Peter F. Patel-Schneider,Enrico Franconi,Boris Motik,Nicola Guarino,Ronald J. Brachman,Marie-Christine Rousset,Steffen Staab,Bijan Parsia,Bernardo Cuenca Grau,Frank van Harmelen,Christopher A. Welty,Robert M. MacGregor,Werner Nutt,Sean Bechhofer,Timothy W. Finin,Ian Horrocks,James A. Hendler,Thomas R. Gruber,Albrecht Schmiedel,Deborah L. McGuinness
Honglei Zeng,Tran Cao Son,Deborah L. McGuinness,Ora Lassila,Sheila A. McIlraith,Massimo Paolucci,Mark H. Burstein,Katia P. Sycara,Anupriya Ankolekar,Paulo Pinheiro da Silva
Veronique Ventos,Marie-Christine Rousset,Pierre Brezellec
Martin Szomszor,Harith Alani,Nigel Shadbolt
Paul D. Vincent,Gerd Wagner,Christian de Sainte Marie
Carole A. Goble,Joe Futrelle,Amit P. Sheth,Simon Kampa,Oscar Corcho,Naveen Ashish,Matthew Addis,Paulo Pinheiro da Silva,Chris Wroe,Simon Miles,Enrico Franconi,Peter Plessers,Nigel R. Shadbolt,Sean Bechhofer,Yolanda Gil,Rudi Studer,Marta Sabou,Simon Harper,Nigel Shadbolt,Maria S. Perez-Hernandez,Stefan Decker,Roger S. Barga,York Sure,Bertram Ludascher,Ian Horrocks,Varun Ratnakar,Asuncion Gomez-Perez,David De Roure,Karen Schuchardt,Carl Kesselman,James A. Hendler,Dennis Quan
Patrick Beautement,Austin Tate
Roger S. Barga,Karen Schuchardt,Yolanda Gil,Bertram Ludascher,Varun Ratnakar,Simon Miles,Joe Futrelle
Lin Padgham,Patrick Lambrix,M. Omair Shafiq,Ian Horrocks
Daniel Elenius,Magnus Ingmarsson,Grit Denker
Anjo Anjewierden,Willem-Olaf Huijsen,Guus Schreiber,Nigel Shadbolt,Hans Akkermans
Yoshihiro Shigeta,Noriaki Izumi,Takahira Yamaguchi
Thomas Mantay,Ralf Moller
Bradley R. Bebee,Kendall Clark,Bijan Parsia
Anupriya Ankolekar,Ora Lassila,Nenad Stojanovic,Mark H. Burstein,Michael Sintek,Christopher A. Welty,York Sure,Philipp Cimiano,Massimo Paolucci,Rudi Studer,Markus Krotzsch,Katia P. Sycara,Sheila A. McIlraith,Denny Vrandecic,Malte Kiesel
Howard Goldberg,David MacMillan,Alfredo Morales
Vasilis Vassalos,Chen Li
Zhengxiang Pan,Yuanbo Guo
Mark A. Musen,John H. Gennari,Enrico Franconi,Martin J. O'Connor,Cornelius Rosse,Stefan Decker,Nicola Guarino,Enrico Motta,Natalya Fridman Noy,Holger Knublauch,Mike Dean,V. Richard Benjamins,Frank van Harmelen,Michael Sintek,Nigel Shadbolt,Rudi Studer,Harith Alani,Natasha F. Noy,Michel C. A. Klein,Guus Schreiber,Benjamin N. Grosof,Borys Omelayenko,Yolanda Gil
Roberta Cuel,York Sure,Paolo Bouquet,Peter Spyns,Matteo Cristani,Francesco Bellomi
Aldo Gangemi,Andre Valente,Luc Schneider,Laure Vieu,Nicola Guarino,Paola Velardi,Steffen Staab,Joost Breuker,V. Richard Benjamins,Wernher Behrendt,Valentina Presutti,Marta Sabou,Sean Bechhofer,Ian Horrocks,Mustafa Jarrar,Denny Vrandecic
Andre Valente,Mustafa Jarrar,Yolanda Gil,V. Richard Benjamins,Joost Breuker,Michael Kassoff
Diego Calvanese,Andrea Cali,Maurizio Lenzerini,Toni Mancini,Francesco M. Donini,Maurizio Vincini,Nicola Guarino,Enrico Franconi,Werner Nutt,Alessandro Artale,Daniela Berardi,Domenico Lembo
Azzurra Ragone,Fernando Bobillo,Umberto Straccia,Thomas Lukasiewicz,Francesco M. Donini
Norbert E. Fuchs,Uta Schwertel,Fabio Rinaldi,Kaarel Kaljurand,Daniel Olmedilla,Wolfgang Nejdl,Stefan Hofler,Tobias Kuhn,Joachim Peer
Joe Futrelle,Carl Kesselman,Karen Schuchardt,Simon Miles,Varun Ratnakar,Yolanda Gil,Bertram Ludascher
Michael Stollberg,Adrian Mocan,Holger Lausen,Anna V. Zhdanova,Stijn Heymans,Martin Hepp,Jos de Bruijn,Axel Polleres
Chen Li,Avigdor Gal,Peter Mork
Yuanbo Guo,Bijan Parsia
Jerome Euzenat,Vojtech Svatek,Asuncion Gomez-Perez,Adrian Mocan,Amedeo Napoli,Jerome David,Axel Polleres,Ondrej Svab,Mikalai Yatskevich,Pavel Shvaiko
Ricardo Amador,Daniel Olmedilla,Wolfgang May
Paula-Lavinia Patranjan,Uta Schwertel,Michael Kifer,Harold Boley,Tim Furche,Uwe Asmann,Sebastian Schaffert,Jakob Henriksson,Francois Bry,Axel Polleres
Maria S. Perez-Hernandez,Oscar Corcho,Asuncion Gomez-Perez
Bernardo Cuenca Grau,James A. Hendler,Oliver Kutz,Ian Horrocks,Boris Motik,Peter Haase,Yevgeny Kazakov,Bijan Parsia,Evren Sirin
Octavian Udrea,Zoran Majkic
Maarten Marx,Irini Fundulaki
Fabian M. Suchanek,Adam Pease
Pablo Castells,Marta Sabou,V. Richard Benjamins,Enrico Motta,Juan Luis Alonso
Yoonkyong Lee,AnHai Doan,Alon Y. Halevy
James G. Shanahan,Victor Sheftel
Bertram Ludascher,Karen Schuchardt,Simon Miles,Varun Ratnakar,Yolanda Gil,Georg Lausen,Wolfgang May,Rich Williams
Martin Roberts,Marc Richardson
Hai H. Wang,Jing Sun,Yuan-Fang Li
W. Marco Schorlemmer,Nigel Shadbolt,Fausto Giunchiglia,Harith Alani,Dave Robertson,Marta Sabou,Frank van Harmelen,Maurizio Marchese,Mikalai Yatskevich,Ronny Siebes
Michael Kifer,Georg Lausen,Pinar Senkul,Vinay K. Chaudhri,Enrico Franconi,Ilya Zaihrayeu,Wolfgang May,Harold Boley,Andrea Cali,Stefan Decker,Guizhen Yang,Mike Dean,Jurgen Angele,Gerd Wagner,Ian Horrocks,Jos de Bruijn,Axel Polleres,Benjamin N. Grosof,Pavel Shvaiko
Alexander Maedche,Vojtech Svatek,York Sure,Boris Motik,Amit P. Sheth,Ljiljana Stojanovic,Jurgen Angele,Christoph Schmitz,V. Richard Benjamins,Siegfried Handschuh,Gerd Stumme,Nenad Stojanovic,Stefan Decker,Steffen Staab,Rudi Studer
Michael Wessel,Anni-Yasmin Turhan,Ragnhild Van Der Straeten,Ralf Moller,Marko Luther,Atila Kaya
James Matthew Fielding,Werner Ceusters,Barry Smith
Jelena Jovanovic,Griff Richards,Marek Hatala,Dragan Gasevic
Marcos Nino,V. Richard Benjamins,Oscar Corcho
Helena Sofia Andrade N. P. Pinto,Asuncion Gomez-Perez
Yuan-Fang Li,Jing Sun,Jane Hunter,Abraham Bernstein
Maurizio Vincini,Paolo Bouquet,Domenico Lembo,Alfio Ferrara,Sonia Bergamaschi
Katharina Reinecke,Abraham Bernstein
Stijn Heymans,Livia Predoiu,Adrian Mocan,Holger Lausen,Mustafa Jarrar,Reto Krummenacher,Martin Hepp,Jos de Bruijn,Yue Pan
Robin R. Vallacher,Steffen Staab,Timothy W. Finin
Vagan Y. Terziyan,Borys Omelayenko,Natalya Keberle
Nenad Stojanovic,York Sure,Boris Motik,Peter Haase,Ljiljana Stojanovic,Christoph Schmitz,Siegfried Handschuh,Gerd Stumme,Steffen Staab,Rudi Studer
Borys Omelayenko,Guus Schreiber,Laura Hollink,Ellen Schulten,Michel C. A. Klein,Jacco van Ossenbruggen,Enrico Motta,V. Richard Benjamins,Lora Aroyo,Ronny Siebes
John H. Gennari,Natalya Fridman Noy,Peter Mork
Guizhen Yang,Pinar Senkul,Jose Luis Ambite,Vinay K. Chaudhri
Chris Wroe,Simon Miles,David De Roure,Jeremy Rogers,Holger Knublauch,Marta Sabou,Dennis Quan,Matthew Addis
Tobias Kuhn,Kaarel Kaljurand
Javier Esplugas Cuadrado,Chris Preist
Paolo Traverso,Ugur Kuter,Paolo Bouquet,Luciano Serafini,Marco Pistore,Fausto Giunchiglia,Amit P. Sheth
Claudia d'Amato,Thomas Lukasiewicz,Steffen Staab
Noriaki Izumi,Takahira Yamaguchi
Jesus Arias-Fisteus,Michael Sintek,Jose M. Blazquez del Toro
Marco Mauri,Bruno Thelen,Jorge Posada,Tim Smithers
Opher Etzion,Dov Dori,Dagan Gilat,Asaf Adi,Avigdor Gal,Royi Ronen
Marko Luther,Sean Bechhofer,Olaf Noppens,Massimo Paolucci,Takefumi Naganuma
Kai Lebeth,Uta Schwertel
Jesus Herrera,Bernardo Magnini
Sovrin Tolia,Craig Sayers,Timothy W. Finin
Joachim Baumeister,Sebastian Schaffert,Malte Kiesel,Francois Bry,Thomas Kleemann
Terry A. Halpin,Robert Meersman,Gerd Wagner
Baoshi Yan,Robert M. MacGregor
Mariana Casella dos Santos,Werner Ceusters,Manuel Decoene
Deepali Khushraj,Ora Lassila,Timothy W. Finin
Boanerges Aleman-Meza,Timothy W. Finin,Anna V. Zhdanova,Harold Boley,John G. Breslin,Farshad Hakimpour,Amit P. Sheth,Krys Kochut,Axel Polleres,Cartic Ramakrishnan
Klaus Niederacher,Aleksandar Balaban,Gerald Reif
Ambjorn Naeve,Sinuhe Arroyo,Michael Sintek,Miguel-Angel Sicilia,Wolfgang Nejdl,Gerd Wagner,Lora Aroyo,Stefan Decker,Steffen Staab
Loris Bozzato,Alberto Trombetta
Guido Levi,Cristina Gena
Philipp Cimiano,Paul Buitelaar,Bernardo Magnini,John Domingue,Siegfried Handschuh,Boris Motik,Martin Dzbor,Yimin Wang,Haofen Wang,Enrico Motta,Gerd Stumme,Steffen Staab,Alexander Schutz,Fabio Ciravegna,Peter Haase,Michael Sintek,York Sure,Rudi Studer,James A. Hendler,Denny Vrandecic,Malte Kiesel
Werner Ceusters,Jeremy Rogers,Mustafa Jarrar,Barry Smith,Stefan Schulz
Abraham Bernstein,Andy Seaborne,Jane Hunter,Gerald Reif
Tom Heath,Marta Sabou,Martin Dzbor,Siegfried Handschuh,John Domingue,Enrico Motta
Dean Allemang,Michael Uschold,Chris Preist,Lora Aroyo,Stefan Decker
Andreas Faatz,Luciano Serafini
Fabian Abel,Marcus Herzog,Mischa Frank,Daniel Olmedilla,Wolfgang Nejdl,Robert Baumgartner
Guus Schreiber,Lora Aroyo,Stefan Decker,Hans Akkermans,Jeff Z. Pan,Enrico Motta,Ronny Siebes,Joost Breuker,V. Richard Benjamins,Frank van Harmelen,Giorgos B. Stamou,Jacco van Ossenbruggen,Nigel Shadbolt,Rudi Studer,Laura Hollink
Ioanna Koffina,Giorgos Serfiotis,Dimitris Plexousakis
Md Maruf Hasan,Enrico Motta
Leon A. Shklar,Vipul Kashyap,Amit P. Sheth
Miguel-Angel Sicilia,Sinuhe Arroyo
Werner Nutt,Maurizio Lenzerini,Ian Horrocks,Philipp Hanschke,Christopher A. Welty,Deborah L. McGuinness,Francesco M. Donini,Jochen Heinsohn,Enrico Franconi,David Michaeli,Andrea Schaerf
Richard Patterson,Jorge Cardoso
Jeremy Rogers,Holger Knublauch,Cornelius Rosse,Thomas Bittner
Angela Bonifati,Wolfgang May,Nicoleta Preda,Irini Fundulaki
Albrecht Schmiedel,Deborah L. McGuinness,Nicola Guarino,Robert M. MacGregor
Haofen Wang,Miao Xiong,Qiaoling Liu,Yue Pan,Yong Yu,Jie Zhang
J. Sevilla,Oscar Corcho,V. Richard Benjamins,Mercedes Blazquez,R. Salla
Bruno Thelen,Jorge Posada,Tim Smithers
Livia Predoiu,Thomas Lukasiewicz,Andrea Cali,Jos de Bruijn
Evan K. Wallace,Christopher A. Welty,Peter Haase
Christine Golbreich,Ian Horrocks,Boris Motik
Asuncion Gomez-Perez,Oscar Corcho,Martin Dzbor,Stefan Decker,Elena Paslaru Bontas,Nicola Guarino,Alberto Ruiz-Cristina,Enrico Motta,Natalya Fridman Noy,V. Richard Benjamins,Peter Haase,Farouk Toumani,York Sure,Rudi Studer,Raul Garcia-Castro,Christophe Rey,Marie-Laure Reinberger,Alain Leger
Helena Sofia Pinto,York Sure,Rudi Studer,Steffen Staab
Olivier Corby,Stephane Lapalut,Rose Dieng-Kuntz,Rose Dieng,Catherine Faron-Zucker
Jinmin Tang,Yimin Wang
Jakob Henriksson,Jeff Z. Pan,Tim Furche,Wlodzimierz Drabent,Francois Bry,Uwe Asmann
Jeff Z. Pan,Enrico Franconi,Fausto Giunchiglia,Alun D. Preece,Luciano Serafini,Yuting Zhao,Steffen Staab,Umberto Straccia,Peter Haase,Dimitris Plexousakis,Giorgos B. Stamou,Yuzhong Qu,Jacco van Ossenbruggen,Uwe Asmann,Dragan Gasevic,Carlos Viegas Damasio,Ian Horrocks,Guilin Qi,Giorgos Stoilos,Holger Wache,Stuart Chalmers,Rene Witte
Wernher Behrendt,M. Omair Shafiq
James D. Myers,Karen Schuchardt
Ellen Schulten,Deborah L. McGuinness,Michel C. A. Klein,Austin Tate,Nicola Guarino
Oliver Kutz,Carsten Lutz,Ian Horrocks
